school_id,name,type,level,state,county,city,district,zip,rating,tuition_min,tuition_max,student_count,teacher_student_ratio,ap_courses,clubs,application_deadline,website,application_fee,description
10027000066,Silverhill School,Public,Preschool,Alabama,Baldwin,Silverhill,Baldwin County,36576,0.0,0,0,0,N/A,0,0,Contact school,http://www.silverhillelementary.com,0,"Public preschool school in Silverhill, Baldwin County, Alabama. Part of Baldwin County."
10027000067,Spanish Fort Elementary School,Public,Preschool,Alabama,Baldwin,Spanish Fort,Baldwin County,36527,0.0,0,0,0,N/A,0,0,Contact school,http://www.spanishfortelementary.com,0,"Public preschool school in Spanish Fort, Baldwin County, Alabama. Part of Baldwin County."
10027000068,Stapleton School,Public,Preschool,Alabama,Baldwin,Stapleton,Baldwin County,36578,0.0,0,0,0,N/A,0,0,Contact school,http://www.stapletonelementary.com,0,"Public preschool school in Stapleton, Baldwin County, Alabama. Part of Baldwin County."
10027000069,Summerdale School,Public,Preschool,Alabama,Baldwin,Summerdale,Baldwin County,36580,0.0,0,0,0,N/A,0,0,Contact school,http://www.summerdaleschool.com,0,"Public preschool school in Summerdale, Baldwin County, Alabama. Part of Baldwin County."
10027000070,Swift Elementary School,Public,Preschool,Alabama,Baldwin,Bon Secour,Baldwin County,36511,0.0,0,0,0,N/A,0,0,Contact school,http://www.swiftschool.org,0,"Public preschool school in Bon Secour, Baldwin County, Alabama. Part of Baldwin County."
10027000100,Fairhope High School,Public,High School,Alabama,Baldwin,Fairhope,Baldwin County,36532,0.0,0,0,0,N/A,0,0,Contact school,http://www.fairhopehs.com,0,"Public high school in Fairhope, Baldwin County, Alabama. Part of Baldwin County."
10027000162,Central Baldwin Middle School,Public,Middle School,Alabama,Baldwin,Robertsdale,Baldwin County,36576,0.0,0,0,0,N/A,0,0,Contact school,http://www.centralbaldwinmiddle.com,0,"Public middle school in Robertsdale, Baldwin County, Alabama. Part of Baldwin County."
10027000550,Rockwell Elementary School,Public,Preschool,Alabama,Baldwin,Spanish Fort,Baldwin County,36527,0.0,0,0,0,N/A,0,0,Contact school,http://rockwellelem.org,0,"Public preschool school in Spanish Fort, Baldwin County, Alabama. Part of Baldwin County."
10027000625,Elberta Elementary School,Public,Preschool,Alabama,Baldwin,Elberta,Baldwin County,36530,0.0,0,0,0,N/A,0,0,Contact school,http://www.elbertaelementary.com,0,"Public preschool school in Elberta, Baldwin County, Alabama. Part of Baldwin County."
10027000648,Magnolia School,Public,Preschool,Alabama,Baldwin,Foley,Baldwin County,36535,0.0,0,0,0,N/A,0,0,Contact school,http://www.magnoliaschoolk6.com,0,"Public preschool school in Foley, Baldwin County, Alabama. Part of Baldwin County."
10027000660,J Larry Newton School,Public,Preschool,Alabama,Baldwin,Fairhope,Baldwin County,36532,0.0,0,0,0,N/A,0,0,Contact school,http://www.jlnewtonschool.com,0,"Public preschool school in Fairhope, Baldwin County, Alabama. Part of Baldwin County."
10027000664,North Baldwin Center For Technology,Vocational,High School,Alabama,Baldwin,Bay Minette,Baldwin County,36507,0.0,0,0,0,N/A,0,0,Contact school,http://www.nbctschool.com,0,"Vocational high school in Bay Minette, Baldwin County, Alabama. Part of Baldwin County."
10027000665,South Baldwin Center For Technology,Vocational,High School,Alabama,Baldwin,Robertsdale,Baldwin County,36567,0.0,0,0,0,N/A,0,0,Contact school,http://www.sbctschool.com,0,"Vocational high school in Robertsdale, Baldwin County, Alabama. Part of Baldwin County."
10027001708,Bay Minette Elementary School,Public,Preschool,Alabama,Baldwin,Bay Minette,Baldwin County,36507,0.0,0,0,0,N/A,0,0,Contact school,http://www.bayminetteelementary.com,0,"Public preschool school in Bay Minette, Baldwin County, Alabama. Part of Baldwin County."
10027001709,Daphne Elementary School,Public,Preschool,Alabama,Baldwin,Daphne,Baldwin County,36526,0.0,0,0,0,N/A,0,0,Contact school,http://daphneelementary.com,0,"Public preschool school in Daphne, Baldwin County, Alabama. Part of Baldwin County."
10027001710,Fairhope East Elementary,Public,Preschool,Alabama,Baldwin,Fairhope,Baldwin County,36532,0.0,0,0,0,N/A,0,0,Contact school,http://www.fairhopeintermediate.com,0,"Public preschool school in Fairhope, Baldwin County, Alabama. Part of Baldwin County."
10027001711,Fairhope West Elementary,Public,Preschool,Alabama,Baldwin,Fairhope,Baldwin County,36532,0.0,0,0,0,N/A,0,0,Contact school,http://www.fairhopeelementary.com,0,"Public preschool school in Fairhope, Baldwin County, Alabama. Part of Baldwin County."
10027001712,Foley Elementary School,Public,Preschool,Alabama,Baldwin,Foley,Baldwin County,36535,0.0,0,0,0,N/A,0,0,Contact school,http://www.foleyelementary.com,0,"Public preschool school in Foley, Baldwin County, Alabama. Part of Baldwin County."
10027001713,Florence B Mathis Elementary,Public,Preschool,Alabama,Baldwin,Foley,Baldwin County,36535,0.0,0,0,0,N/A,0,0,Contact school,http://www.foleyintermediate.org,0,"Public preschool school in Foley, Baldwin County, Alabama. Part of Baldwin County."
10027001714,Loxley Elementary School,Public,Preschool,Alabama,Baldwin,Loxley,Baldwin County,36551,0.0,0,0,0,N/A,0,0,Contact school,http://www.loxleyelementary.com,0,"Public preschool school in Loxley, Baldwin County, Alabama. Part of Baldwin County."
10027001715,Pine Grove Elementary School,Public,Preschool,Alabama,Baldwin,Bay Minette,Baldwin County,36507,0.0,0,0,0,N/A,0,0,Contact school,http://www.pgelementary.com,0,"Public preschool school in Bay Minette, Baldwin County, Alabama. Part of Baldwin County."
10027001716,Robertsdale Elementary School,Public,Preschool,Alabama,Baldwin,Robertsdale,Baldwin County,36567,0.0,0,0,0,N/A,0,0,Contact school,http://www.robertsdaleelementary.com,0,"Public preschool school in Robertsdale, Baldwin County, Alabama. Part of Baldwin County."
10027001759,Daphne High School,Public,High School,Alabama,Baldwin,Daphne,Baldwin County,36526,0.0,0,0,0,N/A,0,0,Contact school,http://www.daphnehs.com,0,"Public high school in Daphne, Baldwin County, Alabama. Part of Baldwin County."
10027001783,Delta Elementary School,Public,Preschool,Alabama,Baldwin,Bay Minette,Baldwin County,36507,0.0,0,0,0,N/A,0,0,Contact school,http://www.delataelementary.com,0,"Public preschool school in Bay Minette, Baldwin County, Alabama. Part of Baldwin County."
10027001784,Foley High School,Public,High School,Alabama,Baldwin,Foley,Baldwin County,36535,0.0,0,0,0,N/A,0,0,Contact school,http://www.foleyhs.com,0,"Public high school in Foley, Baldwin County, Alabama. Part of Baldwin County."
10027001810,Baldwin County High School,Public,High School,Alabama,Baldwin,Bay Minette,Baldwin County,36507,0.0,0,0,0,N/A,0,0,Contact school,http://www.baldwincountyhighschool.com,0,"Public high school in Bay Minette, Baldwin County, Alabama. Part of Baldwin County."
10027001859,Bay Minette Middle School,Public,Middle School,Alabama,Baldwin,Bay Minette,Baldwin County,36507,0.0,0,0,0,N/A,0,0,Contact school,http://www.bayminettemiddle.com,0,"Public middle school in Bay Minette, Baldwin County, Alabama. Part of Baldwin County."
10027001888,Spanish Fort Middle School,Public,Middle School,Alabama,Baldwin,Spanish Fort,Baldwin County,36527,0.0,0,0,0,N/A,0,0,Contact school,http://www.spanishfortmiddle.com,0,"Public middle school in Spanish Fort, Baldwin County, Alabama. Part of Baldwin County."
10027002072,Daphne East Elementary School,Public,Preschool,Alabama,Baldwin,Daphne,Baldwin County,36526,0.0,0,0,0,N/A,0,0,Contact school,http://www.daphneeast.org,0,"Public preschool school in Daphne, Baldwin County, Alabama. Part of Baldwin County."
10027002073,Spanish Fort High School,Public,High School,Alabama,Baldwin,Spanish Fort,Baldwin County,36527,0.0,0,0,0,N/A,0,0,Contact school,http://www.spanishforttoros.org,0,"Public high school in Spanish Fort, Baldwin County, Alabama. Part of Baldwin County."
10027002180,CF Taylor Alternative School,Public,Elementary,Alabama,Baldwin,Robertsdale,Baldwin County,36567,0.0,0,0,0,N/A,0,0,Contact school,http://www.nonesupplied.com,0,"Public elementary school in Robertsdale, Baldwin County, Alabama. Part of Baldwin County."
10027002443,Baldwin County Virtual School,Public,High School,Alabama,Baldwin,Daphne,Baldwin County,36526,0.0,0,0,0,N/A,0,0,Contact school,http://baldwinvirtual.com,0,"Public high school in Daphne, Baldwin County, Alabama. Part of Baldwin County."
10027002490,Elberta Middle School,Public,Middle School,Alabama,Baldwin,Elberta,Baldwin County,36530,0.0,0,0,0,N/A,0,0,Contact school,http://www.elbertamiddle.com,0,"Public middle school in Elberta, Baldwin County, Alabama. Part of Baldwin County."
10027002492,Belforest Elementary School,Public,Elementary,Alabama,Baldwin,Daphne,Baldwin County,36526,0.0,0,0,0,N/A,0,0,Contact school,http://www.bcbe.org/belforest,0,"Public elementary school in Daphne, Baldwin County, Alabama. Part of Baldwin County."
10027002544,Stonebridge Elementary,Public,Preschool,Alabama,Baldwin,Loxley,Baldwin County,36551,0.0,0,0,0,N/A,0,0,Contact school,http://www.bcbe.org,0,"Public preschool school in Loxley, Baldwin County, Alabama. Part of Baldwin County."
10030000074,Barbour County High School,Public,High School,Alabama,Barbour,Clayton,Barbour County,36016,0.0,0,0,0,N/A,0,0,Contact school,http://bchs.barbourcountyschools.org/,0,"Public high school in Clayton, Barbour County, Alabama. Part of Barbour County."
10030001478,Barbour County Primary School,Public,Preschool,Alabama,Barbour,Clayton,Barbour County,36016,0.0,0,0,0,N/A,0,0,Contact school,http://bcps.barbourcountyschools.org/,0,"Public preschool school in Clayton, Barbour County, Alabama. Part of Barbour County."
10030001641,Barbour County Intermediate School,Public,Elementary,Alabama,Barbour,Louisville,Barbour County,36048,0.0,0,0,0,N/A,0,0,Contact school,http://www.bcis.barbourschools.org,0,"Public elementary school in Louisville, Barbour County, Alabama. Part of Barbour County."
10033000082,Greenwood Elementary School,Public,Preschool,Alabama,Jefferson,Bessemer,Bessemer City,35022,0.0,0,0,0,N/A,0,0,Contact school,http://greenwood.bcse.schoolinsites.com,0,"Public preschool school in Bessemer, Jefferson County, Alabama. Part of Bessemer City."
10033000084,Charles F Hard Elementary School,Public,Preschool,Alabama,Jefferson,Bessemer,Bessemer City,35020,0.0,0,0,0,N/A,0,0,Contact school,http://2801 Arlington Avenue,0,"Public preschool school in Bessemer, Jefferson County, Alabama. Part of Bessemer City."
10033000086,Bessemer City Middle School,Public,Middle School,Alabama,Jefferson,Bessemer,Bessemer City,35020,0.0,0,0,0,N/A,0,0,Contact school,http://www.bessemercitymiddleschool.com,0,"Public middle school in Bessemer, Jefferson County, Alabama. Part of Bessemer City."
10033000087,Bessemer City High School,Public,High School,Alabama,Jefferson,Bessemer,Bessemer City,35022,0.0,0,0,0,N/A,0,0,Contact school,http://lanier.bcss.schoolinsites.com,0,"Public high school in Bessemer, Jefferson County, Alabama. Part of Bessemer City."
10033000088,Jonesboro Elementary School,Public,Preschool,Alabama,Jefferson,Bessemer,Bessemer City,35020,0.0,0,0,0,N/A,0,0,Contact school,http://www.jonesboroelementary.com,0,"Public preschool school in Bessemer, Jefferson County, Alabama. Part of Bessemer City."
10033000090,Westhills Elementary School,Public,Preschool,Alabama,Jefferson,Bessemer,Bessemer City,35022,0.0,0,0,0,N/A,0,0,Contact school,http://www.westhillselementaryschool.com,0,"Public preschool school in Bessemer, Jefferson County, Alabama. Part of Bessemer City."
10033001264,New Horizon Alternative School,Public,High School,Alabama,Jefferson,Bessemer,Bessemer City,35020,0.0,0,0,0,N/A,0,0,Contact school,http://newhorizon.bcsa.schoolinsites.com,0,"Public high school in Bessemer, Jefferson County, Alabama. Part of Bessemer City."
10033001267,Bessemer Center For Technology,Vocational,High School,Alabama,Jefferson,Bessemer,Bessemer City,35022,0.0,0,0,0,N/A,0,0,Contact school,http://bessemer.bcst.schoolinsites.com,0,"Vocational high school in Bessemer, Jefferson County, Alabama. Part of Bessemer City."
10033001479,Abrams Elementary School,Public,Preschool,Alabama,Jefferson,Bessemer,Bessemer City,35020,0.0,0,0,0,N/A,0,0,Contact school,http://abramselementaryschool.com,0,"Public preschool school in Bessemer, Jefferson County, Alabama. Part of Bessemer City."
10036000092,Bibb County High School,Public,High School,Alabama,Bibb,Centreville,Bibb County,35042,0.0,0,0,0,N/A,0,0,Contact school,http://www.bibbed.org,0,"Public high school in Centreville, Bibb County, Alabama. Part of Bibb County."
10036000094,Centreville Middle School,Public,Middle School,Alabama,Bibb,Centreville,Bibb County,35042,0.0,0,0,0,N/A,0,0,Contact school,http://www.bibbed.org,0,"Public middle school in Centreville, Bibb County, Alabama. Part of Bibb County."
10036000095,Brent Elementary School,Public,Preschool,Alabama,Bibb,Brent,Bibb County,35034,0.0,0,0,0,N/A,0,0,Contact school,http://www.bibbed.org,0,"Public preschool school in Brent, Bibb County, Alabama. Part of Bibb County."
10036000096,Randolph Elementary School,Public,Preschool,Alabama,Bibb,Randolph,Bibb County,36792,0.0,0,0,0,N/A,0,0,Contact school,http://res.bibbed.org,0,"Public preschool school in Randolph, Bibb County, Alabama. Part of Bibb County."
10036000098,West Blocton Elementary School,Public,Preschool,Alabama,Bibb,West Blocton,Bibb County,35184,0.0,0,0,0,N/A,0,0,Contact school,http://www.wbes.bibbed.org,0,"Public preschool school in West Blocton, Bibb County, Alabama. Part of Bibb County."
10036000099,West Blocton High School,Public,High School,Alabama,Bibb,West Blocton,Bibb County,35184,0.0,0,0,0,N/A,0,0,Contact school,http://www.bibbed.org,0,"Public high school in West Blocton, Bibb County, Alabama. Part of Bibb County."
10036000669,Bibb County Career Academy,Vocational,High School,Alabama,Bibb,West Blocton,Bibb County,35184,0.0,0,0,0,N/A,0,0,Contact school,http://17191 Highway 5,0,"Vocational high school in West Blocton, Bibb County, Alabama. Part of Bibb County."
10036001426,West Blocton Middle School,Public,Middle School,Alabama,Bibb,West Blocton,Bibb County,35184,0.0,0,0,0,N/A,0,0,Contact school,http://www.bibbed.org,0,"Public middle school in West Blocton, Bibb County, Alabama. Part of Bibb County."
10036001480,Woodstock Elementary School,Public,Preschool,Alabama,Bibb,Woodstock,Bibb County,35188,0.0,0,0,0,N/A,0,0,Contact school,http://wes.bibbed.org,0,"Public preschool school in Woodstock, Bibb County, Alabama. Part of Bibb County."
10039000079,Engle Day Treatment,Special Ed,Elementary,Alabama,Jefferson,Birmingham,Birmingham City,35203,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000103,Avondale Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35222,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/avondale,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000106,Barrett Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35206,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/barrett,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000107,Charles A Brown Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35208,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/brown,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000112,Central Park Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35208,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/centralpark,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000113,Christian School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35206,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/christian,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000119,EPIC Alternative Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35205,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/epic,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000127,Oliver K5 School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35212,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/oliver,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000133,Green Acres Middle School,Public,Middle School,Alabama,Jefferson,Birmingham,Birmingham City,35228,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/greenacres,0,"Public middle school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000136,Hemphill Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35211,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/hemphill,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000139,Hudson KEight School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35207,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/hudson,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000140,Huffman Middle School,Public,Middle School,Alabama,Jefferson,Birmingham,Birmingham City,35215,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/huffmanms,0,"Public middle school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000141,Huffman High SchoolMagnet,Public,High School,Alabama,Jefferson,Birmingham,Birmingham City,35215,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/huffmanhs,0,"Public high school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000142,Inglenook School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35217,0.0,0,0,0,N/A,0,0,Contact school,http://www.inglenookk-8.org,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000156,Minor Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35218,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/minor,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000161,Norwood Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35234,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/norwood,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000164,JacksonOlin High School,Public,High School,Alabama,Jefferson,Birmingham,Birmingham City,35218,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/jacksonolin,0,"Public high school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000165,Parker High School,Public,High School,Alabama,Jefferson,Birmingham,Birmingham City,35204,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/parker,0,"Public high school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000174,Princeton School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35208,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/princeton,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000175,WE Putnam Middle SchoolMagnet,Public,Middle School,Alabama,Jefferson,Birmingham,Birmingham City,35210,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/putnam,0,"Public middle school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000176,Ramsay High School,Public,High School,Alabama,Jefferson,Birmingham,Birmingham City,35205,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/ramsay,0,"Public high school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000179,Robinson Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35206,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/robinson,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000184,Smith Middle School,Public,Middle School,Alabama,Jefferson,Birmingham,Birmingham City,35215,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/smith,0,"Public middle school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000187,Tuggle Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35204,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/tuggle,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000190,Washington K8,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35205,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/washington,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000191,Jones Valley Middle School,Public,Middle School,Alabama,Jefferson,Birmingham,Birmingham City,35221,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/jonesvalley,0,"Public middle school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000192,Wenonah High School,Public,High School,Alabama,Jefferson,Birmingham,Birmingham City,35221,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/wenonah,0,"Public high school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000196,Wilkerson Middle School,Public,Middle School,Alabama,Jefferson,Birmingham,Birmingham City,35204,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/wilkerson,0,"Public middle school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000198,Woodlawn High SchoolMagnet,Public,High School,Alabama,Jefferson,Birmingham,Birmingham City,35212,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/woodlawn,0,"Public high school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039000201,Wylam Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35224,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/wylam,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001270,City Elementary,Public,Middle School,Alabama,Jefferson,Birmingham,Birmingham City,35204,0.0,0,0,0,N/A,0,0,Contact school,,0,"Public middle school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001288,Dupuy Alternative School,Public,High School,Alabama,Jefferson,Birmingham,Birmingham City,35212,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/kennedy,0,"Public high school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001296,Adolescent Day Treatment,Special Ed,Elementary,Alabama,Jefferson,Birmingham,Birmingham City,35203,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001421,South Hampton K8,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35214,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/southhampton,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001446,Martha Gaskins K5,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35215,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/marthagaskins,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001468,George Washington Carver High School,Public,High School,Alabama,Jefferson,Birmingham,Birmingham City,35207,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/carver,0,"Public high school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001484,Glen Iris Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35205,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/gleniris,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001762,Sun Valley Elementary School,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35215,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/sunvalley,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001764,Homebound Elementary School,Special Ed,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35203,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001765,Homebound High School,Special Ed,High School,Alabama,Jefferson,Birmingham,Birmingham City,35203,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed high school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001823,Ossie Ware Mitchell Middle School,Public,Middle School,Alabama,Jefferson,Birmingham,Birmingham City,35206,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/ossiewaremitchell,0,"Public middle school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039001878,Phillips Academy,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35203,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/phillips,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039002185,Huffman Academy,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35215,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/huffmanacademy,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039002187,West End Academy,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35211,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/westend,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039002204,Bush Hills STEAM Academy,Public,Middle School,Alabama,Jefferson,Birmingham,Birmingham City,35208,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/bushhills,0,"Public middle school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039002206,Hayes K8,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35222,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/hayes,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039002354,Oxmoor K5,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35211,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhm.k12.al.us/oxmoor,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039002489,Richard Arrington Elementary,Public,Preschool,Alabama,Jefferson,Birmingham,Birmingham City,35211,0.0,0,0,0,N/A,0,0,Contact school,http://www.bhamcityschools.org/domain/718,0,"Public preschool school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10039002553,BCS Virtual Academy of Learning,Public,Elementary,Alabama,Jefferson,Birmingham,Birmingham City,35207,0.0,0,0,0,N/A,0,0,Contact school,,0,"Public elementary school in Birmingham, Jefferson County, Alabama. Part of Birmingham City."
10042000101,Hayden Elementary School,Public,Elementary,Alabama,Blount,Hayden,Blount County,35079,0.0,0,0,0,N/A,0,0,Contact school,http://www.haydenel.com/,0,"Public elementary school in Hayden, Blount County, Alabama. Part of Blount County."
10042000203,Appalachian  School,Public,Preschool,Alabama,Blount,Oneonta,Blount County,35121,0.0,0,0,0,N/A,0,0,Contact school,http://www.appalachianeagles.com/,0,"Public preschool school in Oneonta, Blount County, Alabama. Part of Blount County."
10042000205,Blountsville Elementary School,Public,Preschool,Alabama,Blount,Blountsville,Blount County,35031,0.0,0,0,0,N/A,0,0,Contact school,http://www.blountsvilleelementary.com/,0,"Public preschool school in Blountsville, Blount County, Alabama. Part of Blount County."
10042000206,Cleveland High School,Public,High School,Alabama,Blount,Cleveland,Blount County,35049,0.0,0,0,0,N/A,0,0,Contact school,http://www.clevelandhighschool.net/,0,"Public high school in Cleveland, Blount County, Alabama. Part of Blount County."
10042000207,Hayden Primary School,Public,Preschool,Alabama,Blount,Hayden,Blount County,35079,0.0,0,0,0,N/A,0,0,Contact school,http://www.haydenhps.com/,0,"Public preschool school in Hayden, Blount County, Alabama. Part of Blount County."
